股票代码,股票名称,变动日期,变动人,变动股数,成交均价,变动后持股数,与董监高关系,董监高职务
SZ001209,洪兴股份,2026-02-24,程胜祥,-27300,24.21,142000.0,本人,高管
SZ001209,洪兴股份,2026-02-24,刘根祥,-10000,24.34,95800.0,本人,董秘、高管
SZ000811,冰轮环境,2026-02-24,葛运江,-10000,19.1,175000.0,本人,高管
SZ000036,华联控股,2026-02-24,苏秦,-10000,5.54,580000.0,本人,高管
SH688700,东威科技,2026-02-24,江泽军,-100000,42.75,3582156.0,,核心技术人员
SH688681,科汇股份,2026-02-24,王敬华,-15000,20.36,139640.0,,核心技术人员
SH688283,坤恒顺维,2026-02-24,王维,-20000,50.51,286344.0,,核心技术人员
SH688102,斯瑞新材,2026-02-24,高斌,198000,9.66,208000.0,本人,高级管理人员
SH688102,斯瑞新材,2026-02-24,牟伟国,60000,9.66,130000.0,本人,高级管理人员
SH688102,斯瑞新材,2026-02-24,张航,100000,9.66,397817.0,本人,董事、高级管理人员
SH688102,斯瑞新材,2026-02-24,庾高峰,15000,9.66,205445.0,,核心技术人员
SH688048,长光华芯,2026-02-24,郭新刚,-10725,139.0,32175.0,,
SH605006,山东玻纤,2026-02-24,郭照恒,-17000,10.38,780000.0,,
SH603938,三孚股份,2026-02-24,董立强,-10000,26.72,161884.0,本人,董事、高级管理人员
SH603612,索通发展,2026-02-24,袁钢,-11500,32.41,176200.0,本人,高级管理人员
SH603151,邦基科技,2026-02-24,王艾琴,10000,12.45,340100.0,本人,高级管理人员
SH601678,滨化股份,2026-02-24,蔡颖辉,-30000,5.53,1140000.0,本人,高级管理人员
SH601226,华电科工,2026-02-24,赵迎九,-13200,11.72,39600.0,本人,高级管理人员
SH601226,华电科工,2026-02-24,袁新勇,-5000,11.54,36000.0,,
SH601226,华电科工,2026-02-24,亓炳生,-10000,11.65,56000.0,本人,高级管理人员
,艾能聚,2026-02-13,钱玉明,-220500,18.93,7759500.0,本人,董事
,艾能聚,2026-02-13,张良华,-400379,18.83,11599621.0,本人,董事、高级管理人员
,禾昌聚合,2026-02-13,蒋学元,-3726805,16.55,11180418.0,本人,董事
,易实精密,2026-02-13,张晓,-20200,16.29,3680740.0,本人,董事
,易实精密,2026-02-13,张文进,-195000,16.27,8790349.0,本人,董事、高级管理人员
SZ301163,宏德股份,2026-02-13,杨金德,-36300,30.83,34178800.0,本人,董事
SZ300978,东箭科技,2026-02-13,马汇洋,-959700,12.43,42270200.0,本人,董事
SZ300774,倍杰特,2026-02-13,张建飞,-228500,22.1,59958900.0,本人,董事、高管
SZ300760,迈瑞医疗,2026-02-13,李朝阳,10000,185.95,32000.0,本人,高管
SZ300605,恒锋信息,2026-02-13,陈朝学,-4800,16.75,502100.0,本人,高管
SZ300304,云意电气,2026-02-13,张晶,20000,13.44,180000.0,本人,董事、高管
SZ300304,云意电气,2026-02-13,付红玲,60000,13.45,5603800.0,本人,董事、高管
SZ300258,精锻科技,2026-02-13,赵红军,-250000,16.36,773500.0,本人,董事、高管
SZ300258,精锻科技,2026-02-13,董义,-250000,16.41,848700.0,本人,董秘、高管
SZ002942,新农股份,2026-02-13,王湛钦,-19000,21.99,2498000.0,本人,董事、高管
SZ002519,银河电子,2026-02-13,徐敏,-10000,9.8,563300.0,本人,高管
SZ002407,多氟多,2026-02-13,李凌云,-51000,30.79,7455400.0,本人,董事
SZ002402,和而泰,2026-02-13,刘建伟,-240600,36.36,138133700.0,本人,董事、高管
SZ002009,天奇股份,2026-02-13,沈保卫,-60000,35.43,326200.0,本人,董事
SZ000409,云鼎科技,2026-02-13,刘莉,1000,12.0,1000.0,本人,董事
SH688700,东威科技,2026-02-13,江泽军,-98756,41.4,3682156.0,,核心技术人员
SH688586,江航装备,2026-02-13,李春睦,-20000,16.83,130078.0,,核心技术人员
SH688519,南亚新材,2026-02-13,包秀春,-60381,108.64,2158316.0,本人,董事
SH688325,赛微微电,2026-02-13,蒋燕波,-2500,102.13,242657.0,本人,董事、高级管理人员
SH688320,禾川科技,2026-02-13,项亨会,-110000,36.97,9050526.0,本人,董事
SH688102,斯瑞新材,2026-02-13,杨平,72700,9.66,208000.0,本人,高级管理人员
SH605338,巴比食品,2026-02-13,李俊,15000,28.79,117700.0,本人,董事、高级管理人员
SH603938,三孚股份,2026-02-13,周连会,-34600,25.96,104183.0,本人,高级管理人员
SH603416,信捷电气,2026-02-13,过志强,-9600,56.61,2543000.0,本人,高级管理人员
SH603300,海南华铁,2026-02-13,胡丹锋,2564000,7.28,187566028.0,本人,董事、高级管理人员
SH603258,电魂网络,2026-02-13,胡玉彪,-800000,19.77,16900000.0,本人,董事、高级管理人员
SH603098,森特股份,2026-02-13,刘爱森,84700,14.69,137934805.0,本人,董事
SH603057,紫燕食品,2026-02-13,钟勤川,22983185,16.35,22983185.0,本人,董事
SH600763,通策医疗,2026-02-13,黄浴华,10000,47.59,10000.0,本人,董事
SH600763,通策医疗,2026-02-13,赵敏,7700,47.68,8540.0,,
SH600763,通策医疗,2026-02-13,王毅,10500,47.5,10500.0,本人,董事
SH600763,通策医疗,2026-02-13,张华,10000,47.33,10000.0,本人,董事
SH600435,北方导航,2026-02-13,李海涛,-30000,17.0,94520.0,本人,董事
,驰诚股份,2026-02-12,时学瑞,-20000,22.51,5446600.0,本人,高级管理人员
,雅葆轩,2026-02-12,胡啸宇,-40000,23.31,25719500.0,本人,董事
,科达自控,2026-02-12,高波,-9194,19.59,578564.0,本人,董事、高级管理人员
,秉扬科技,2026-02-12,桑红梅,-21000,11.59,40690880.0,本人,董事
,易实精密,2026-02-12,张晓,-18700,16.18,3700940.0,本人,董事
,中寰股份,2026-02-12,陈亮,-71900,11.43,3379560.0,本人,董事、高级管理人员
SZ301489,思泉新材,2026-02-12,吴攀,-200000,179.0,5188100.0,本人,董事、高管
SZ301163,宏德股份,2026-02-12,杨金德,-8000,30.78,34215100.0,本人,董事
SZ300969,恒帅股份,2026-02-12,俞国梅,-117200,157.13,19887900.0,本人,董事
SZ300961,深水海纳,2026-02-12,李琴,-20000,14.51,6207200.0,本人,董事
SZ300951,博硕科技,2026-02-12,周丹,100,37.98,25600.0,本人,高管
SZ300951,博硕科技,2026-02-12,周丹,-5000,37.79,25600.0,本人,高管
SZ300910,瑞丰新材,2026-02-12,范金凤,-300,57.67,88200.0,本人,高管
SZ300910,瑞丰新材,2026-02-12,李万英,-29000,58.26,477100.0,本人,董事、高管
SZ300779,惠城环保,2026-02-12,张新功,10000,96.26,52038700.0,本人,董事
SZ300774,倍杰特,2026-02-12,张建飞,-648000,22.21,60187400.0,本人,董事、高管
SZ300751,迈为股份,2026-02-12,王正根,-329800,311.49,45026200.0,本人,董事、高管
SZ300751,迈为股份,2026-02-12,周剑,-230600,312.74,59111600.0,本人,董事
SZ300569,天能重工,2026-02-12,赵波,-50000,6.19,1723000.0,本人,高管
SZ300480,光力科技,2026-02-12,李祖庆,-51000,28.53,2426000.0,本人,董事、高管
SZ300428,立中集团,2026-02-12,郭军辉,-6200,23.02,338800.0,本人,高管
SZ300403,汉宇集团,2026-02-12,郑立楷,-200000,14.2,4576700.0,本人,董事、高管
SZ300395,菲利华,2026-02-12,魏学兵,-5000,100.85,228600.0,本人,高管
SZ300375,鹏翎股份,2026-02-12,王志方,501500,5.73,307070600.0,本人,董事
SZ300071,福石控股,2026-02-12,黄宇军,-80000,6.37,268000.0,本人,董事
SZ300071,福石控股,2026-02-12,袁斐,-90000,6.3,660000.0,本人,董事、高管
SZ300071,福石控股,2026-02-12,李振业,-60900,6.38,182800.0,本人,董事、高管
SZ002925,盈趣科技,2026-02-12,杨明,-90000,22.06,2249300.0,本人,董事、高管
SZ002709,天赐材料,2026-02-12,史利涛,-24000,41.89,72000.0,本人,高管
SZ002645,华宏科技,2026-02-12,胡品龙,-204500,16.62,7657100.0,本人,董事、高管
SZ002557,洽洽食品,2026-02-12,宋玉环,3000,23.24,8000.0,,
SZ002489,浙江永强,2026-02-12,谢建强,-200000,3.73,97363100.0,本人,董事、高管
SZ002402,和而泰,2026-02-12,刘建伟,-345600,36.26,138374300.0,本人,董事、高管
SZ001209,洪兴股份,2026-02-12,程胜祥,-20000,24.39,169300.0,本人,高管
SZ001209,洪兴股份,2026-02-12,柯国民,-118000,24.46,16928400.0,本人,董事
SZ001209,洪兴股份,2026-02-12,周德茂,-222800,24.32,21085200.0,本人,董事、高管
SZ001209,洪兴股份,2026-02-12,刘根祥,-21900,24.5,105800.0,本人,董秘、高管
SH688519,南亚新材,2026-02-12,包秀春,-10000,106.0,2218697.0,本人,董事
SH688325,赛微微电,2026-02-12,蒋燕波,-600,98.8,245157.0,本人,董事、高级管理人员
SH688318,财富趋势,2026-02-12,孙奎,-1000,129.58,95278.0,,核心技术人员
SH688216,气派科技,2026-02-12,白瑛,1200000,20.11,12000000.0,本人,董事
SH688216,气派科技,2026-02-12,梁大钟,400000,20.11,46190000.0,本人,董事
SH688102,斯瑞新材,2026-02-12,马明月,17000,9.66,27000.0,,核心技术人员
SH688102,斯瑞新材,2026-02-12,王小军,10000,9.66,10000.0,,核心技术人员
SH688102,斯瑞新材,2026-02-12,杨平,100000,,135300.0,本人,高级管理人员
SH605222,起帆电缆,2026-02-12,周供华,-150000,21.03,78621200.0,本人,董事、高级管理人员
SH605006,山东玻纤,2026-02-12,郭照恒,-1000,10.18,797000.0,,
SH603612,索通发展,2026-02-12,黄河,-10000,32.66,203700.0,本人,高级管理人员
SH603612,索通发展,2026-02-12,袁钢,-6200,32.03,187700.0,本人,高级管理人员
SH603300,海南华铁,2026-02-12,胡丹锋,1636000,7.35,185002028.0,本人,董事、高级管理人员
SH603098,森特股份,2026-02-12,刘爱森,220000,14.95,137850105.0,本人,董事
SH601872,招商轮船,2026-02-12,孔康,-54600,12.33,553800.0,本人,高级管理人员
SH600718,东软集团,2026-02-12,李军,240000,7.95,1020908.0,本人,董事
,驰诚股份,2026-02-11,时学瑞,-21000,22.71,5466600.0,本人,高级管理人员
,易实精密,2026-02-11,张晓,-14400,16.02,3719640.0,本人,董事
,中寰股份,2026-02-11,陈亮,-30000,11.44,3451460.0,本人,董事、高级管理人员
SZ301489,思泉新材,2026-02-11,吴攀,-390000,168.86,5388100.0,本人,董事、高管
SZ301363,美好医疗,2026-02-11,黄凯,-10500,32.29,31700.0,本人,高管
SZ301363,美好医疗,2026-02-11,严波,-10000,32.46,30200.0,本人,高管
SZ301363,美好医疗,2026-02-11,严俊峨,-16800,32.38,50400.0,本人,高管
SZ301363,美好医疗,2026-02-11,JOEL CHAN,-16800,32.3,50400.0,本人,董事
SZ301163,宏德股份,2026-02-11,杨金德,-10300,30.83,34223100.0,本人,董事
SZ300951,博硕科技,2026-02-11,周丹,-3500,38.1,30500.0,本人,高管
SZ300779,惠城环保,2026-02-11,张新功,11000,99.65,52028700.0,本人,董事
SZ300774,倍杰特,2026-02-11,张建飞,-200000,22.22,60835400.0,本人,董事、高管
SZ300761,立华股份,2026-02-11,程立力,-1220000,16.25,249928400.0,本人,董事、高管
SZ300751,迈为股份,2026-02-11,王正根,-387300,308.8,45356000.0,本人,董事、高管
SZ300751,迈为股份,2026-02-11,周剑,-150700,309.96,59342200.0,本人,董事
SZ300657,弘信电子,2026-02-11,陈素真,-22400,31.51,427500.0,本人,董事、高管
SZ300605,恒锋信息,2026-02-11,陈朝学,-200,16.75,506900.0,本人,高管
SZ300498,温氏股份,2026-02-11,温鹏程,-1500000,15.72,238963500.0,本人,董事
SZ300403,汉宇集团,2026-02-11,石华山,-940000,12.59,195539600.0,本人,董事、高管
SZ300395,菲利华,2026-02-11,魏学兵,-10000,102.1,233600.0,本人,高管
SZ300395,菲利华,2026-02-11,刘俊龙,-5000,100.4,198000.0,本人,高管
SZ300375,鹏翎股份,2026-02-11,王志方,955700,5.76,306569100.0,本人,董事
SZ300304,云意电气,2026-02-11,张晶,110000,13.33,160000.0,本人,董事、高管
SZ300304,云意电气,2026-02-11,付红玲,383800,13.33,5543800.0,本人,董事、高管
SZ003008,开普检测,2026-02-11,李亚萍,-90000,24.48,10067600.0,本人,董事、高管
SZ002942,新农股份,2026-02-11,王湛钦,-15000,21.84,2517000.0,本人,董事、高管
SZ002877,智能自控,2026-02-11,仲佩亚,-800,9.6,1559000.0,本人,高管
SZ002645,华宏科技,2026-02-11,胡品龙,-295500,16.64,7861600.0,本人,董事、高管
SZ002620,*ST瑞和,2026-02-11,周强,-17500,6.38,157500.0,本人,高管
SZ002519,银河电子,2026-02-11,徐敏,-20000,10.01,573300.0,本人,高管
SZ002489,浙江永强,2026-02-11,谢建强,-50000,3.78,97563100.0,本人,董事、高管
SZ002455,百川股份,2026-02-11,郑江,-200000,14.83,12099800.0,本人,董事、高管
SZ002407,多氟多,2026-02-11,李凌云,-88000,30.19,7506400.0,本人,董事
SZ002402,和而泰,2026-02-11,刘建伟,-42200,36.3,138719900.0,本人,董事、高管
SZ002167,东方锆业,2026-02-11,甘学贤,-20000,13.29,1140000.0,本人,董事、高管
SZ002126,银轮股份,2026-02-11,陈君奕,-9000,45.96,142000.0,本人,高管
SZ002126,银轮股份,2026-02-11,刘浩,-30000,46.38,921000.0,本人,高管
SH688737,中自科技,2026-02-11,陈耀强,-1500,28.66,3432000.0,本人,董事
SH688722,同益中,2026-02-11,葛兆刚,-20000,22.0,100000.0,,核心技术人员
SH688700,东威科技,2026-02-11,江泽军,-150000,41.13,3780912.0,,核心技术人员
SH688667,菱电电控,2026-02-11,连长震,-1000,,21100.0,,核心技术人员
SH688519,南亚新材,2026-02-11,郑晓远,-338804,102.17,1755106.0,本人,董事
SH688519,南亚新材,2026-02-11,包秀春,-238924,102.64,2228697.0,本人,董事
SH688398,赛特新材,2026-02-11,汪坤明,-122200,24.82,63023659.0,本人,董事
SH688343,云天励飞,2026-02-11,郑文先,-12500,87.6,37500.0,本人,董事
SH688343,云天励飞,2026-02-11,王磊,-15000,88.26,45000.0,本人,董事
SH688325,赛微微电,2026-02-11,蒋燕波,-1900,100.1,245757.0,本人,董事、高级管理人员
SH688325,赛微微电,2026-02-11,葛伟国,-35683,99.2,1342374.0,本人,董事、高级管理人员
SH688099,晶晨股份,2026-02-11,潘照荣,2000,81.0,8250.0,,核心技术人员
SH688013,天臣医疗,2026-02-11,丁水澄,-9000,43.61,52500.0,,核心技术人员
SH605298,必得科技,2026-02-11,张雪坚,-10000,43.77,165500.0,本人,董事、高级管理人员
SH605222,起帆电缆,2026-02-11,周供华,-524000,18.83,78771200.0,本人,董事、高级管理人员
SH605006,山东玻纤,2026-02-11,郭照恒,-2000,9.27,798000.0,,
SH603893,瑞芯微,2026-02-11,励民,-175000,0.0,157504892.0,本人,董事、高级管理人员
SH603648,畅联股份,2026-02-11,徐峰,-50000,10.81,3820362.0,本人,董事、高级管理人员
SH603629,利通电子,2026-02-11,邵秋萍,-100000,46.74,17545180.0,本人,董事
SH603612,索通发展,2026-02-11,黄河,-20000,30.86,213700.0,本人,高级管理人员
SH603612,索通发展,2026-02-11,袁钢,-600,31.0,193900.0,本人,高级管理人员
SH603612,索通发展,2026-02-11,刘瑞,-63000,30.71,192700.0,本人,董事
SH603098,森特股份,2026-02-11,刘爱森,181949,15.06,137630105.0,本人,董事
SH601969,海南矿业,2026-02-11,董树星,85250,6.39,634250.0,本人,高级管理人员
SH601969,海南矿业,2026-02-11,滕磊,146140,6.39,1238140.0,本人,董事、高级管理人员
SH601969,海南矿业,2026-02-11,朱彤,60890,6.39,790890.0,本人,高级管理人员
SH601969,海南矿业,2026-02-11,房文艳,30445,6.39,580445.0,本人,高级管理人员
SH601969,海南矿业,2026-02-11,宋永亮,60890,6.39,600890.0,本人,高级管理人员
SH601969,海南矿业,2026-02-11,吴旭春,73070,6.39,870670.0,本人,高级管理人员
SH601969,海南矿业,2026-02-11,刘明东,121790,6.39,1565390.0,本人,董事
SH601969,海南矿业,2026-02-11,何婧,85250,6.39,812850.0,本人,高级管理人员
SH601678,滨化股份,2026-02-11,蔡颖辉,-30000,5.6,1170000.0,本人,高级管理人员
SH600400,红豆股份,2026-02-11,周海江,-1700000,2.41,43742991.0,本人,董事
,驰诚股份,2026-02-10,时学瑞,-2000,22.97,5487600.0,本人,高级管理人员
,科达自控,2026-02-10,高波,-11544,19.59,587758.0,本人,董事、高级管理人员
,灿能电力,2026-02-10,姚东方,-60000,26.34,1963734.0,本人,高级管理人员
,易实精密,2026-02-10,张晓,-2100,16.19,3734040.0,本人,董事
,力王股份,2026-02-10,李维海,-17000,23.07,27381200.0,本人,董事
SZ300751,迈为股份,2026-02-10,周剑,-335800,307.66,59492900.0,本人,董事
SZ300672,国科微,2026-02-10,徐泽兵,-5000,150.0,197300.0,本人,董事、高管
SZ300640,德艺文创,2026-02-10,吴体芳,-1559900,8.28,103625900.0,本人,董事
SZ300605,恒锋信息,2026-02-10,陈朝学,-10000,16.6,507100.0,本人,高管
SZ300589,江龙船艇,2026-02-10,贺文军,-300000,21.01,9402600.0,本人,董事、高管
SZ300564,筑博设计,2026-02-10,徐江,-300000,14.06,11304300.0,本人,董事、高管
SZ300558,贝达药业,2026-02-10,汪溶,200,47.77,200.0,,
SZ300517,海波重科,2026-02-10,张海波,-886100,12.59,97269000.0,本人,董事
SZ300498,温氏股份,2026-02-10,温鹏程,-500000,15.79,240463500.0,本人,董事
SZ300480,光力科技,2026-02-10,李祖庆,-45000,28.08,2477000.0,本人,董事、高管
SZ300403,汉宇集团,2026-02-10,石华山,-500000,12.4,196479600.0,本人,董事、高管
SZ300395,菲利华,2026-02-10,蔡绍学,-77400,96.95,232600.0,本人,董事、高管
SZ300375,鹏翎股份,2026-02-10,王志方,330300,5.75,305613400.0,本人,董事
SZ002624,完美世界,2026-02-10,孙子强,-44300,22.38,132900.0,本人,独立董事
SZ002562,兄弟科技,2026-02-10,钱志达,-1637300,6.89,212728700.0,本人,董事
SZ002519,银河电子,2026-02-10,徐敏,-25000,10.12,593300.0,本人,高管
SZ002126,银轮股份,2026-02-10,刘浩,-70000,46.39,951000.0,本人,高管
SZ002009,天奇股份,2026-02-10,沈保卫,-24300,35.0,386200.0,本人,董事
SH688700,东威科技,2026-02-10,江泽军,-150000,41.12,3930912.0,,核心技术人员
SH688548,广钢气体,2026-02-10,贺新,4596,21.66,4596.0,本人,高级管理人员
SH688343,云天励飞,2026-02-10,邓浩然,-100000,90.0,300000.0,本人,董事、高级管理人员
SH688343,云天励飞,2026-02-10,李爱军,-12500,88.51,37500.0,本人,高级管理人员、核心技术人员
SH688012,中微公司,2026-02-10,尹志尧,-4500,350.92,3951006.0,本人,董事、高级管理人员、核心技术人员
SH605222,起帆电缆,2026-02-10,周供华,-520000,19.12,79295200.0,本人,董事、高级管理人员
SH603648,畅联股份,2026-02-10,徐峰,-50000,10.78,3870362.0,本人,董事、高级管理人员
SH603098,森特股份,2026-02-10,刘爱森,213100,15.17,137448156.0,本人,董事
SH601872,招商轮船,2026-02-10,胡斌,-53600,12.38,160960.0,本人,高级管理人员
,驰诚股份,2026-02-09,李向前,-1000,23.6,2963000.0,本人,董事
,驰诚股份,2026-02-09,时学瑞,-26000,23.46,5489600.0,本人,高级管理人员
,易实精密,2026-02-09,张晓,-18960,16.3,3736140.0,本人,董事
,力王股份,2026-02-09,王红旗,-100000,23.68,27265584.0,本人,董事、高级管理人员
,力王股份,2026-02-09,李维海,-35800,23.72,27398200.0,本人,董事
SZ301163,宏德股份,2026-02-09,杨金德,-815000,27.37,34233400.0,本人,董事
SZ301023,奕帆传动,2026-02-09,刘锦成,-139900,47.21,27218500.0,本人,董事
SZ301001,凯淳股份,2026-02-09,徐磊,-35000,35.52,8185000.0,本人,董事、高管
SZ300761,立华股份,2026-02-09,程立力,-1200000,16.35,251148400.0,本人,董事、高管
SZ300657,弘信电子,2026-02-09,陈素真,-40000,30.75,449900.0,本人,董事、高管
SZ300605,恒锋信息,2026-02-09,陈朝学,-10000,16.38,517100.0,本人,高管
SZ300517,海波重科,2026-02-09,张海波,-713400,12.41,98155100.0,本人,董事
SZ300498,温氏股份,2026-02-09,范卫朝,3000000,15.94,3172800.0,本人,高管
SZ300498,温氏股份,2026-02-09,温鹏程,-500000,15.87,240963500.0,本人,董事
SZ300498,温氏股份,2026-02-09,温鹏程,-18500000,15.94,240963500.0,本人,董事
SZ300480,光力科技,2026-02-09,李祖庆,-284500,25.77,2522000.0,本人,董事、高管
SZ300428,立中集团,2026-02-09,张建良,-30000,22.76,265800.0,本人,高管
SZ300395,菲利华,2026-02-09,刘俊龙,-27500,91.91,203000.0,本人,高管
SZ300375,鹏翎股份,2026-02-09,王志方,160000,5.83,305283100.0,本人,董事
SZ300074,华平股份,2026-02-09,鞠保平,-67200,4.87,351600.0,本人,董事
SZ003026,中晶科技,2026-02-09,郭兵健,-54800,34.24,2564400.0,本人,董事、高管
SZ003008,开普检测,2026-02-09,李亚萍,-70000,24.3,10157600.0,本人,董事、高管
SZ002942,新农股份,2026-02-09,王湛钦,-4000,21.53,2532000.0,本人,董事、高管
SZ002925,盈趣科技,2026-02-09,林先锋,-50000,21.13,687700.0,本人,董事、高管
SZ002877,智能自控,2026-02-09,仲佩亚,-76200,9.62,1559800.0,本人,高管
SZ002785,万里石,2026-02-09,邹鹏,-42500,47.07,11331300.0,本人,董事、高管
SZ002600,领益智造,2026-02-09,曾芳勤,-36000000,14.13,108536800.0,本人,董事、高管
SZ002519,银河电子,2026-02-09,徐敏,-50000,9.8,618300.0,本人,高管
SZ002519,银河电子,2026-02-09,吴建明,-587300,9.63,2061900.0,本人,董事、高管
SZ002455,百川股份,2026-02-09,郑江,-200000,12.25,12299800.0,本人,董事、高管
SZ002407,多氟多,2026-02-09,李凌云,-14000,29.73,7594400.0,本人,董事
SZ002151,北斗星通,2026-02-09,黄磊,-12600,44.91,37800.0,本人,高管
SZ002151,北斗星通,2026-02-09,李阳,-17500,44.86,52700.0,本人,高管
SZ002151,北斗星通,2026-02-09,姚文杰,-15000,44.9,45000.0,本人,高管
SZ002144,宏达高科,2026-02-09,顾伟锋,-40000,15.6,650000.0,本人,董事、高管
SZ000989,九芝堂,2026-02-09,李振国,-8620000,9.0,153278300.0,本人,董事、高管
SZ000811,冰轮环境,2026-02-09,葛运江,-10000,17.52,185000.0,本人,高管
SH688737,中自科技,2026-02-09,陈耀强,-1000,28.2,3433500.0,本人,董事
SH688516,奥特维,2026-02-09,蒋烜,-1019,125.8,650.0,,核心技术人员
SH688398,赛特新材,2026-02-09,汪坤明,-4400,23.86,63145859.0,本人,董事
SH688143,长盈通,2026-02-09,徐知芳,-8655,63.99,0.0,,核心技术人员
SH688127,蓝特光学,2026-02-09,王芳立,-1103933,50.23,43530000.0,本人,董事
SH688025,杰普特,2026-02-09,刘猛,-2750,206.2,8250.0,本人,董事
SH688012,中微公司,2026-02-09,尹志尧,-30000,350.88,3955506.0,本人,董事、高级管理人员、核心技术人员
SH605388,均瑶健康,2026-02-09,郭沁,-82500,7.06,249179.0,本人,高级管理人员
SH603648,畅联股份,2026-02-09,徐峰,-50000,10.78,3920362.0,本人,董事、高级管理人员
SH603629,利通电子,2026-02-09,邵秋萍,-1290800,42.79,17645180.0,本人,董事
SH603225,新凤鸣,2026-02-09,许纪忠,-40000,20.93,10835979.0,本人,高级管理人员
,驰诚股份,2026-02-06,时学瑞,-18000,23.3,5515600.0,本人,高级管理人员
,秉扬科技,2026-02-06,桑红梅,-123000,11.96,40711880.0,本人,董事
,易实精密,2026-02-06,张晓,-4000,16.42,3755100.0,本人,董事
,吉冈精密,2026-02-06,张玉霞,-1242640,2.24,53938864.0,本人,董事
,力王股份,2026-02-06,邹斌庄,-76400,22.91,4722588.0,本人,董事
,力王股份,2026-02-06,李维海,-9000,23.77,27434000.0,本人,董事
SZ301300,远翔新材,2026-02-06,邱棠福,-3500,46.37,49500.0,本人,高管
SZ301300,远翔新材,2026-02-06,胡斐,-2200,45.66,6700.0,本人,高管
SZ301300,远翔新材,2026-02-06,聂志明,-2000,46.17,49500.0,本人,董秘、董事、高管
SZ301300,远翔新材,2026-02-06,王芳可,-16400,45.95,49600.0,本人,董事、高管
SZ301300,远翔新材,2026-02-06,WANG CHENGRI,-4000,46.18,56000.0,本人,董事、高管
SZ301023,奕帆传动,2026-02-06,刘锦成,-558100,41.61,27358400.0,本人,董事
SZ301023,奕帆传动,2026-02-06,刘锦成,-509200,46.61,27358400.0,本人,董事
SZ300761,立华股份,2026-02-06,程立力,-1600000,16.2,252348400.0,本人,董事、高管
SZ300637,扬帆新材,2026-02-06,陶明,-15300,12.71,46200.0,本人,董事、高管
SZ300605,恒锋信息,2026-02-06,陈朝学,-52200,16.2,527100.0,本人,高管
SZ300482,万孚生物,2026-02-06,彭仲雄,-29700,20.77,89200.0,本人,董事、高管
SZ300428,立中集团,2026-02-06,张建良,-58600,22.62,295800.0,本人,高管
SZ300395,菲利华,2026-02-06,刘俊龙,-15000,88.67,230500.0,本人,高管
SZ300074,华平股份,2026-02-06,鞠保平,-50000,4.79,418800.0,本人,董事
SZ003008,开普检测,2026-02-06,李亚萍,-90100,24.18,10227600.0,本人,董事、高管
SZ002624,完美世界,2026-02-06,池宇峰,-853700,18.32,116143100.0,本人,董事
SZ002519,银河电子,2026-02-06,吴刚,-11100,9.02,423400.0,本人,董事、高管
SZ002455,百川股份,2026-02-06,郑江,-500000,10.43,12499800.0,本人,董事、高管
SZ002407,多氟多,2026-02-06,李凌云,-291000,29.25,7608400.0,本人,董事
SZ002167,东方锆业,2026-02-06,甘学贤,-20000,12.87,1160000.0,本人,董事、高管
SZ002126,银轮股份,2026-02-06,陈君奕,-24000,44.17,151000.0,本人,高管
SZ000403,派林生物,2026-02-06,郭麾,6500,13.74,38000.0,,
SH688571,杭华股份,2026-02-06,林日胜,-46500,8.03,0.0,,核心技术人员
SH688519,南亚新材,2026-02-06,郑晓远,-140000,81.5,2093910.0,本人,董事
SH688519,南亚新材,2026-02-06,包秀春,-80000,80.91,2467621.0,本人,董事
SH688516,奥特维,2026-02-06,刘伟,-500,120.0,11432.0,,核心技术人员
SH688398,赛特新材,2026-02-06,汪坤明,-58200,23.68,63150259.0,本人,董事
SH688116,天奈科技,2026-02-06,魏兆杰,-62547,45.49,472505.0,,核心技术人员
SH688116,天奈科技,2026-02-06,郭卫星,-27714,46.02,249901.0,,核心技术人员
SH688116,天奈科技,2026-02-06,郑涛,-65302,46.01,27923915.0,本人,董事、高级管理人员、核心技术人员
SH688116,天奈科技,2026-02-06,谢宝东,-106372,44.14,803797.0,,核心技术人员
SH688116,天奈科技,2026-02-06,蔡永略,-442549,46.02,3409325.0,本人,董事、高级管理人员
SH688116,天奈科技,2026-02-06,林暐国,-2004,46.01,15133.0,,核心技术人员
SH688116,天奈科技,2026-02-06,张景,-28546,45.44,231198.0,本人,董事
SH688116,天奈科技,2026-02-06,岳帮贤,-121400,45.33,998916.0,本人,高级管理人员、核心技术人员
SH688116,天奈科技,2026-02-06,姚月婷,-20779,45.22,171368.0,本人,董事
SH688116,天奈科技,2026-02-06,叶亚文,-413895,46.03,3222971.0,本人,高级管理人员
SH688116,天奈科技,2026-02-06,严燕,-1205296,46.01,10340672.0,本人,董事、高级管理人员
SH688012,中微公司,2026-02-06,尹志尧,-14000,354.46,3985506.0,本人,董事、高级管理人员、核心技术人员
SH605298,必得科技,2026-02-06,夏帮华,-6700,41.8,85400.0,本人,董事
SH603098,森特股份,2026-02-06,刘爱森,50000,15.55,137235056.0,本人,董事
SH600250,南京商旅,2026-02-06,马焕栋,122100,4.85,122100.0,本人,高级管理人员
SH600250,南京商旅,2026-02-06,袁一骏,99000,4.85,99000.0,本人,高级管理人员
SH600250,南京商旅,2026-02-06,沈颖,151800,4.85,151800.0,本人,董事、高级管理人员
